genex	geney	r
Acbp1	Mettl3	0.20411366391799907
AcCoAS	CG14006	0.4150673315955441
AcCoAS	Eip63E	0.25687425959339316
AcCoAS	dikar	0.24988725758499672
ACC	Slh	0.4978871239757028
ACC	Rpn10	0.4141195403634974
ACC	deltaCOP	0.41297852996688506
Acer	Ipk2	0.2418078829113851
Acer	CG17751	0.21571437223931905
Acer	CG1358	0.2080425594277908
Acf	CG10809	0.24029894502325447
Acf	Iswi	0.2309234771331306
Acf	RnpS1	0.20622964317194484
Ack-like	CG11319	0.22443300555055953
Ack-like	CG11041	0.21498084010115215
Ack-like	Cap-H2	0.2870568491361897
Ack-like	moon	0.24306111423735227
Ack-like	CAH6	0.23059911936628463
Ack	nocte	0.5038562810294669
Ack	Hip1	0.48665909231402266
Acn	Wdr82	0.30431942906758624
Acn	Ref1	0.2928332999620725
Acn	lark	0.2729221661854238
Acp26Aa	Hph	0.225152778781044
Acp26Aa	CG31517	0.20720555673674265
Acp26Aa	CG30323	0.20140323633679053
Acp26Ab	CG31415	0.22859941846968926
Acp26Ab	Or59a	0.22049259541471491
Acp26Ab	CG6907	0.21126887028429514
Acp36DE	dpr7	0.34903541439424374
Acp36DE	dpr4	0.33030075671026954
Acp36DE	gnu	0.30512215489005995
Acp53Ea	CG10359	0.21939431665349915
Acp65Aa	CG1218	0.26296069842995845
Acp65Aa	Zip48C	0.24238737416321307
Acp65Aa	CG43313	0.22161638081175486
Acp76A	Sxl	0.20450281438137477
Acph-1	CG31759	0.2210687740310836
Acsl	BBS8	0.22103378988655803
Acsl	Gdn1	0.21354975975002996
Acsl	Chi	0.20602481321545418
Act42A	cta	0.3541821389880486
Act42A	Octbeta1R	0.24411753079204607
Act42A	betaTub56D	0.22684201047781316
Act5C	chic	0.4811850470182937
Act5C	SelR	0.4327616556250254
Act5C	Cdc42	0.4166248421463036
Act5C	Act87E	0.29147261548121445
Act87E	SelR	0.2431490801894859
Act87E	Eaf	0.20600185539481727
Actn3	Msp300	0.2633695676100632
Actn3	Prosbeta2R2	0.2615812159464425
Actn3	CG15882	0.26013581999565555
ACXA	Cp18	0.24940243706170057
ACXA	Tsp66E	0.24266529126340933
ACXA	CG5510	0.22322219479445246
ACXC	CG13377	0.32578546179718204
ACXC	CG15916	0.29878208053930766
ACXC	CG6959	0.2766694391202804
ACXD	CG12576	0.21094039996405764
ACXE	CG34328	0.21664080663140345
Ada1-1	CG18301	0.2833381901591892
Ada1-1	tna	0.2092287662733533
Ada1-1	Sans	0.2016430365055969
Ada1-2	ste14	0.24500914014187766
Ada1-2	swi2	0.20747877340653068
Ada2a	Rpb4	1
Ada2a	RpII140	0.6511618964513411
Ada2a	RpII33	0.6042206694192237
Ada2b	Tor	0.2779898156845495
Ada2b	mio	0.267471120690466
Ada2a	Ada2b	0.257090741167352
Ada	Or71a	0.2110058409362725
Ada	ari-2	0.2034897319518295
Acam	Ada	0.20216858077741093
AdenoK	Nepl5	0.208322033324909
Adgf-B	CG13484	0.27926360327395267
Adgf-B	Ubc84D	0.26526791504017877
Adgf-B	CG43091	0.2614377882818856
Adh	Btnd	0.2051608264872534
Adk3	Debcl	0.25332109067105574
Adk3	Sod1	0.23692001688731204
Adk3	CG43376	0.22771787280130162
AdSS	Nacalpha	0.3334591962755715
AdSS	RnpS1	0.2957276259068056
AdSS	l(1)G0004	0.29508632033578025
Aduk	Jon44E	0.21311370929138584
Aduk	Tim13	0.20520146469695177
Aduk	Sc2	0.20358230065501765
Ady43A	yellow-f2	0.21776649064546438
Aef1	PIG-N	0.25291368906255757
Aef1	Ipp	0.2483939508396042
Aef1	Thd1	0.2215229489739465
Ag5r2	st	0.24156653439360684
Ag5r2	CG15099	0.2391740758028861
Ag5r2	Smurf	0.22004187603621003
Ag5r	fz	0.21017177456862382
AgmNAT	dpr3	0.3195121202910382
AgmNAT	mal	0.24747959445875012
AgmNAT	CG17361	0.24539360388058357
AGO1	gw	0.5862206944443459
AGO1	Unr	0.4986701419183398
AGO1	Rheb	0.4448240395868228
AGO2	ClC-b	0.32653371580597373
AGO2	ebd2	0.2956011879095812
AGO2	lola	0.27901392624597715
AGO3	TfIIA-S-2	0.2070014012847864
ago	His1:CG33801	0.3145571098987145
ago	EcR	0.2928548277095816
ago	Caf1-55	0.2927970697295407
Agpat3	CG10353	0.26268392387549355
Agpat3	Sec8	0.261678802288034
Agpat3	CG8152	0.22971447154908448
agt	CG13116	0.22027621242998677
agt	CG42552	0.2027495297510865
AhcyL1	BuGZ	0.22729229834017337
AhcyL1	Irk1	0.21950643592529126
AhcyL1	CG30037	0.21737829431055178
Ahcy	nAChRalpha1	0.2068709007927054
Ahcy	CG9344	0.20428536877666473
AIF	Cortactin	0.2540577746797098
AIF	CDC45L	0.2026818549837196
AIF	Obp56f	0.20104902605586314
AIMP1	CG9149	0.25612735942519566
AIMP1	CG32982	0.25282056816071613
AIMP1	CG10353	0.2427986879914097
Akap200	CG1824	0.23769991994492728
akirin	CG13003	0.2974760075736571
akirin	CG5746	0.2435389461608431
akirin	east	0.23698685753561552
Akt1	Pdk1	0.22982386310304692
Akt1	Smg5	0.2293801921952491
Akt1	SMC1	0.2221416195697814
Aladin	Cp38	0.2641880607412305
Aladin	CG15098	0.24568032873936577
Aladin	CG4452	0.22224609076824076
AlaRS	CG3568	0.35138345030123797
AlaRS	CG14419	0.29114954871404325
AlaRS	CG18473	0.26473045330340267
Alas	ATPsynbeta	0.3346996527864872
Alas	blw	0.31346341145747453
Alas	ATPsynCF6	0.2931779968657849
Ald1	r-l	0.33123346357429906
Ald1	Fip1	0.29007663949556545
Ald1	r	0.2883930924458778
Alg11	CG12115	0.2425170600834629
Alg11	CG12159	0.22332788418104735
Alg11	CG1561	0.22055331986502058
Alg14	Lcp65Ac	0.2196936447553681
Alg14	Ice2	0.21914549154073754
Alg14	Nulp1	0.21365914979761638
Alg3	Optix	0.21640877427339875
Alg3	Dph5	0.21451085966236264
Alg3	CG15005	0.2033096712685147
Alh	Taf6	0.23781468422393412
Alh	LysE	0.22112128833699832
Alh	Nepl16	0.2148653919667249
AlkB	CG13500	0.23569991409362032
AlkB	Rab19	0.22752917912711212
AlkB	Muc91C	0.2216948347523639
Alk	Mid1	0.2327441677639637
al	Golgin84	0.4231367312908259
al	CG2126	0.34445553265458523
al	cad	0.3428630986364467
Alp11	mAcon2	0.2939798543989855
Alp11	cad	0.28661950629487326
Alp11	His3.3B	0.27848305106068577
Alp12	Nos	0.3145861869790719
Alp12	st	0.30412675707115266
Alp12	Ppa	0.2855326571192829
Alp5	CG15547	0.2123437971302699
Alp5	CG2116	0.21107425350385545
Alp5	DCTN5-p25	0.2054710997458262
Alp7	Or71a	0.20636887671186413
Alp7	CG13031	0.20579050956304829
Alp8	CG13996	0.2438707816682955
Alp8	CG17917	0.2230059526786641
Alp8	yellow-b	0.2146941894420814
alpha-Cat	CG32313	0.25500728818763163
alpha-Cat	mip40	0.24274804175522682
alpha-Cat	CG6752	0.21956812686730587
alpha-Catr	CG9986	0.21236353036435288
alpha-Catr	Rac2	0.2084990465880027
alpha-Catr	Reepl1	0.2025888460016039
alpha-Est1	Osi16	0.26982945839969974
alpha-Est1	CG11858	0.2564717007600962
alpha-Est1	dgt3	0.22318271616823823
alpha-Est2	CG10874	0.25444987708314243
alpha-Est2	CG33461	0.24059258340853282
alpha-Est2	tgy	0.22042083186060885
alpha-Est4	CG32081	0.30437059643316594
alpha-Est4	CG42761	0.29294822940557624
alpha-Est4	CG18467	0.27627554670873405
alpha-Est5	grim	0.2243199724545958
alpha-Est5	CG43901	0.22247562833510656
alpha-Est5	CG3679	0.22042803727148552
alpha-Est9	Tspo	0.22991098974981772
alpha-Est9	CG12182	0.21167744332681146
alpha-Man-Ic	CG11703	0.2723351236411409
alpha-Man-Ic	CG17121	0.2056800784486042
alpha-Man-IIa	mIF2	0.20406851134980297
alpha-Man-IIa	CG10584	0.20066118049975884
alpha4GT1	CG8736	0.28549492966118384
alpha4GT1	Mpi	0.27321275049597915
alpha4GT1	deltaTry	0.25798010323733955
alpha4GT2	Blos4	0.3037640044154289
alpha4GT2	CG32756	0.2567041130164383
alpha4GT2	CG6689	0.2457189667033634
alphaCOP	gammaCOP	0.7174284744855609
alphaCOP	betaCOP	0.5694048533963295
alphaCOP	zetaCOP	0.5690223081998741
alphaTry	CG13473	0.38691099544099655
alphaTry	Tnpo-SR	0.34590105675341354
alphaTry	CG1077	0.3342339090686783
alphaTub85E	Lkr	0.24777972425692285
alphaTub85E	Lcp65Ag1	0.22267606314009503
alphaTub85E	Rrp1	0.2183476565608073
alph	lid	0.41328586844954046
alph	hrg	0.3856218084599742
alph	spen	0.376791027188036
Alr	CG31327	0.2245733747138556
Alr	CG15638	0.21582085573231038
Als2	Tim17a1	0.24214516229450184
Als2	Vsp37A	0.22311011691172117
Als2	gnu	0.21288159929007283
Amacr	CG3124	0.22433725679857655
Amacr	CG1674	0.22339298543619673
Amacr	dpr14	0.21822857798170014
amd	spas	0.25269717224890437
amd	Or22c	0.2196779198912562
Amnionless	Cad96Cb	0.2225955254122618
Amnionless	CG43980	0.21326611867356016
Amnionless	raskol	0.21255452645703637
AMPdeam	Cep89	0.264842994620846
Actn3	AMPdeam	0.25423333506033235
AMPdeam	CG11037	0.24683820956643265
Amph	rad	0.2605245352556293
Amph	MED1	0.23910008068346605
Amph	RYa	0.23869593606074158
AMPKalpha	SNF4Agamma	0.5342414556142151
AMPKalpha	Pten	0.4374201032691892
AMPKalpha	mtm	0.3280795482866344
Amun	brm	0.37455794419050237
Amun	mor	0.3734034100385098
Amun	Bap111	0.3629898383868326
Amy-p	Cyp6v1	0.3030856517521005
Amy-p	Gnmt	0.23193256030299364
Amy-p	CG13031	0.22904047970397481
Ance-3	fz3	0.2571918655690601
Ance-3	CG14864	0.2503896739649075
Ance-3	CG11113	0.25011066607561466
Ance-4	Hs3st-A	0.23110519416785308
Ance-4	CG15124	0.20207797925767607
Ance-5	CG34432	0.23788329673426037
Ance-5	CG4617	0.23512921659029307
Ance-5	CG42561	0.22915071519442845
Andorra	Rab3-GAP	0.20532532978724533
angel	ari-2	0.28827699595999845
angel	sn	0.2410683050888254
angel	CG16762	0.21996329408457643
Ankle2	baf	0.4655742461285238
Ankle2	dup	0.46250894917426394
Ankle2	CG14712	0.35746356792028716
anne	eIF1	0.3547928585874607
anne	CG17119	0.35413086427699525
anne	CG11779	0.34372780342411957
AnxB10	CG10616	0.2422258094486024
aop	Ugt37A2	0.24025712688077036
aop	Prosbeta2R2	0.21606228522355062
aop	CG13506	0.2087722695089673
Aos1	Uba2	0.41922529996341107
Aos1	lwr	0.3968220606615373
Aos1	Su(var)2-10	0.317702454642451
AOX1	olf186-M	0.38082944437921284
AOX1	Tl	0.36933093034693404
AOX1	rst	0.3602297869623628
AOX2	CG15201	0.2423900535629575
AOX2	asRNA:CR43243	0.23845994818443364
AOX2	CG30373	0.21382138067875736
AOX3	Arl1	0.23487771192967152
AOX4	CG31550	0.21754204235654015
AOX4	CG8414	0.20436294698976373
AP-1-2beta	Chc	0.4762057762797915
AP-1-2beta	AP-2sigma	0.47331913340411463
AP-1-2beta	AP-2mu	0.4449099383781762
AP-1mu	CG13616	0.3940853075108052
AP-1mu	Use1	0.3532627158179177
AP-1mu	CG6674	0.32114792966693423
AP-1-2beta	AP-2alpha	0.42123639073041536
AP-2alpha	AP-2sigma	0.3403575973862907
AP-2alpha	AP-2mu	0.32391622175407
AP-2mu	AP-2sigma	0.4245991022610056
AP-2mu	ClC-c	0.33247593933009895
AP-2sigma	Chc	0.38159282484544593
Apc2	GC1	0.23346688176524538
Apc2	CG5589	0.21339937321228636
APC4	Cdc16	0.6245536769065902
APC4	ida	0.5933170976485015
APC4	mr	0.5853917416940291
aph-1	CG13786	0.27476708270141703
aph-1	CG10257	0.2604703432250207
aph-1	CG5446	0.25801464959414216
aPKC	Burs	0.27688102115827967
aPKC	Ca-beta	0.2490751450835287
aPKC	Nplp4	0.2483258724306915
Aplip1	Rbfox1	0.24177490993495115
Apl	spz3	0.24657894580419584
Apl	CG13022	0.24540009390657797
Apl	Cyt-c-d	0.23479996484869795
apn	PGAP5	0.2674235096183091
apn	CG3124	0.2589688433005147
apn	St4	0.2520076240580978
apolpp	CG5823	0.2835214219880595
Apoltp	CG43202	0.21111118295917472
Apoltp	Mur89F	0.21104360726324697
Apoltp	Pex1	0.20745287483374208
ap	Chi	0.4455261340543296
ap	Ssdp	0.41505763141241053
ap	dop	0.30491307314350746
Appl	Burs	0.24098216671584832
Appl	oxt	0.21628297353998255
Aprt	CG5592	0.2709095855831932
Aprt	Nufip	0.26724430883331723
Aprt	CG6432	0.263738081505246
aqz	spen	0.26524354234888714
aqz	tyf	0.24205665895108772
aqz	Prosalpha1	0.2389755196207222
ara	Trf	0.24290535359218038
ara	CG7084	0.21131871620511583
ara	HisCl1	0.20256250786403426
a10	Arc1	0.21027796949456773
Arc2	Naxe	0.2365184487171252
Arc2	CG5934	0.21809060434159028
Arc2	CG2016	0.21492154231337363
Arc42	CG42758	0.269905984206903
Arc42	CG8008	0.22864858891708376
Arc42	CG13255	0.2190299199191946
Arf102F	COX7A	0.3596496469261709
Arf102F	cype	0.3065296887827653
Arf102F	Sec61alpha	0.2946313999484773
Arf51F	Rab35	0.42798594389763744
Arf51F	PIP4K	0.42228447678422776
Arf51F	Ocrl	0.41153094164719883
ArfGAP1	Dph5	0.22970154654232225
ArfGAP1	rngo	0.21776829304785486
Argl	Taf13	0.2554730182619395
Argl	tomboy40	0.24392250230020818
Argl	fra	0.23121864434491537
arg	CG7724	0.25964454811788135
arg	CG4210	0.2566399762897249
arg	CG32756	0.2477920484864487
ArgRS	GlnRS	0.4128187194639449
ArgRS	IleRS	0.4035618553340409
ArgRS	mge	0.389712823592081
ari-2	Cyp6v1	0.24239364677829914
ari-2	CG17279	0.2287284233494934
Arl1	CG12171	0.2131721551546412
Arl1	CG16800	0.21054034552105533
Arl2	CG43064	0.3410743320262089
Arl2	CG6638	0.3276236281217477
Arl2	CG9377	0.30114064153347336
arm	CG34207	0.24736974265235065
arm	CG41378	0.22869671600295943
arm	CG10822	0.2214662826067216
Arp1	Dlic	0.4334016950112386
Arp1	DCTN2-p50	0.43089088805475495
Arp1	DCTN1-p150	0.3699404725164319
Arp2	Arpc5	0.371874553563394
Arp2	Arpc2	0.3397705530479172
Arp2	Arpc1	0.32165488111632295
Arp8	Ino80	0.23165953794410615
Arpc1	Arpc2	0.4831435492058832
Arpc1	Arpc5	0.4529691651276981
Arpc1	SH3PX1	0.33518914660398047
Arpc2	Arpc5	0.5200171759139174
Arpc2	SH3PX1	0.4129169460019278
Arpc5	SH3PX1	0.4912569207158569
Arpc5	Sra-1	0.461585399321549
Arr1	CG15234	0.23094840030716862
Arr1	CG16812	0.21383134836229784
Art1	CG32204	0.24768061084990836
Art1	CG41106	0.23583750455821548
Art1	hng1	0.2311603917958696
Art2	tRNA:Ala-AGC-1-1	0.34493018747480586
Art2	BtbVII	0.31411359947848116
Art2	DIP-eta	0.29840740514815983
Art4	Pex11	0.2606770337535528
Art4	CG11368	0.2562270708805999
Art4	CG34266	0.25278387727755713
Art7	Hr96	0.4839076412075491
Art7	Taf13	0.33199455932291877
Art7	CG9272	0.3213844016421364
Art9	Mpcp2	0.24690180374856807
Art9	Pglym87	0.22809442040284417
Art9	CG14207	0.2273656306584561
Arv1	CG16820	0.20959181997051063
arx	CG14418	0.3578712700304028
arx	rst	0.3521543440623444
AOX1	arx	0.3220197811757668
ARY	Hyccin	0.21895994633634017
ARY	ftz	0.2103321009831426
ARY	CG18754	0.20848368740515763
Asciz	CG17173	0.23425112975461865
Asciz	CG4329	0.23209983553322516
Asciz	CG15818	0.21105095859126718
ash1	kis	0.2923710044545696
ash1	hop	0.2589073795667328
ash1	upd3	0.25064823042482626
Ask1	lic	0.4408371663062238
Ask1	Ect4	0.4201973491793299
Ask1	msl-2	0.2728587192722828
asl	CG14518	0.38860474822041735
asl	CG13473	0.3679195640363986
asl	Tnpo-SR	0.2936242135021146
AsnRS-m	CG42329	0.2046937874190694
AsnRS	CG7369	0.21579672315177167
asp	CG32461	0.2864230314213883
asp	PIG-U	0.22597986140080276
asp	CG31517	0.22425909473021824
asRNA:CR43243	Smyd4-1	0.29846561387858994
asRNA:CR43243	TwdlP	0.29397556445628975
asRNA:CR43243	DIP-beta	0.28323655184748675
asRNA:Eig63F-2	Sans	0.21190026236465956
Ass	CG34109	0.22244051054159827
Ass	CG13155	0.21270048015135143
alphaTry	Ass	0.20935192908785397
AstC-R2	ftz	0.3116933980914895
AstC-R2	CG5111	0.25272531120247754
AstC-R2	lcs	0.23093140501821832
AstCC	gom	0.32509966816368474
AstCC	Hexim	0.2862579011633589
AstCC	N	0.270218019904396
asun	CG31515	0.216175989249121
asun	unc-104	0.21057761852549003
Atac3	Myo81F	0.21347237716549272
Atf3	CG13926	0.23640805122556147
Atf3	CG14760	0.23476375810637437
Atf3	da	0.20339100372886543
Atf6	Pcd	0.37005957964122954
Atf6	CG33467	0.36871178894731965
Atf6	CG42867	0.3565153494215151
Atg17	Vps15	0.27263187245517856
Atg17	Bet3	0.22129267796447757
Atg17	CG9997	0.21498795408504598
Atg4b	CG8507	0.21511196663302298
Atg4b	CG7716	0.20008214898824364
Atg5	CG11037	0.26306045247099447
Atg5	gudu	0.23225601268132198
Atg5	CG15812	0.22104294779346353
atilla	nwk	0.28513443138233185
atilla	CG13473	0.2849966053417061
alphaTry	atilla	0.2547108260575549
atms	Ctr9	0.6448826944516897
atms	r-l	0.3101435567651559
atms	LSm7	0.2788386743317116
ATP6AP2	VhaAC45	0.5370157035135201
ATP6AP2	VhaAC39-1	0.518035582237228
ATP6AP2	VhaPPA1-1	0.46793007429561007
ATPsynbeta	blw	0.7338086773974785
ATPsynbeta	ATPsynCF6	0.713238611469472
ATPsynbeta	ATPsynB	0.6404301046139795
ATPsynB	ATPsynCF6	0.6985877957431958
ATPsynB	blw	0.6352144503186
ATPsynCF6	blw	0.6838331258693134
ATPsyndelta	blw	0.6205548909557161
ATPsynbeta	ATPsyndelta	0.6000021258732073
ATPsyndelta	COX4	0.5854000307838555
ATPsynbeta	ATPsynD	0.6024241320282449
ATPsynB	ATPsynD	0.5915532017937039
ATPsynCF6	ATPsynD	0.5891954472062639
ATPsynF	thr	0.2881960977047756
ATPsynF	RpS21	0.2713155390648752
ATPsynF	His2A:CG33829	0.2655776659895308
ATPsyngamma	COX6B	0.6228243528149979
ATPsyngamma	blw	0.5855127502583695
ATPsyngamma	COX4	0.5460538136642855
ATPsynG	ATPsynO	0.4147444978101115
ATPsynB	ATPsynG	0.39596050811398026
ATPsynG	UQCR-C1	0.38264789587796877
ATPsyndelta	ATPsynO	0.5599772572572964
ATPsynD	ATPsynO	0.5497747224215207
ATPsynO	blw	0.5342341744435125
AttB	CG10479	0.2564983814155747
AttB	Pgant8	0.25062200712105687
AttB	CG12379	0.21599815021089272
AttD	CG42741	0.22936313800611147
AttD	CG33203	0.21552568080068166
AttD	Tsp	0.2140082263044828
Atu	Tdrd3	0.23985167519728118
Atu	r	0.22974260413213163
Atu	schlank	0.22360509959349614
Atx2	RpA-70	0.4202377749708569
Atx2	Rho1	0.40945479033222315
Atx2	Upf1	0.387210186340866
Atxn7	east	0.3546838863143855
Atxn7	His1:CG33849	0.2949868228139388
Atxn7	wda	0.2896781644876377
aurB	borr	0.6473362801327979
aurB	scra	0.5445007917752706
aurB	Rca1	0.4863018129271279
aust	CHMP2B	0.2194336381233851
aust	CG8176	0.2140627493930939
aust	SIFaR	0.2131574826782125
awd	Coq2	0.2461679256905295
awd	Ctl1	0.23109694716388982
awd	Glut4EF	0.22151984287921964
Axn	Unr	0.3515904010751896
Axn	sqd	0.334635624238691
Axn	CkIalpha	0.31416598909352533
Axud1	Jon44E	0.2837983037385623
Axud1	tRNA:Ala-AGC-1-1	0.2635820652475974
Axud1	CG14868	0.23828087877942125
azot	CG43327	0.30937525741801863
azot	CG43328	0.30937525741801863
azot	GlyS	0.28863832736618955
B-H1	beag	0.21195438397984767
B-H1	CG8861	0.2115853619084586
B-H1	Clp	0.2069077039291953
B-H2	Golgin104	0.26120171673295894
B-H2	LysS	0.25944248234522455
B-H2	CG12171	0.25436706676986637
B4	CG30288	0.24725440379440433
B4	Dpy-30L1	0.2176500402262879
B4	Task6	0.21195943142924975
B52	upd3	0.4613802731551714
B52	hop	0.4330017629043149
B52	Stat92E	0.41184798923371985
B9d2	tctn	1
B9d2	CG13157	0.3545185983461524
B9d2	kek3	0.2679655917421667
babos	mEFTu1	0.2650337912664785
babos	spz3	0.24696801920054778
babos	stnA	0.2340532087058355
Bacc	roq	0.31278017770760896
Bacc	Hrs	0.2727517344695737
Bacc	Rcd-1	0.26729515651381186
baf	dup	0.32342727239155644
baf	CG14712	0.2920980797611228
ball	grim	0.2880347414720334
ball	CG11696	0.276898561655729
ball	trem	0.23729198901140788
Bap111	brm	0.6339316349175692
Bap111	Snr1	0.6302904597084993
Bap111	mor	0.6220337757110599
Bap170	e(y)3	0.5574884757095512
Bap170	CG7154	0.4647736525644735
Bap170	e(y)1	0.3058593740373609
Bap55	DMAP1	0.5604888994638951
Bap55	E(Pc)	0.4883188733600456
Bap55	EloC	0.4839192681837108
Bap60	brm	0.6379253016670128
Bap60	mor	0.6342357748643529
Bap111	Bap60	0.5810619227149381
bap	Cyp303a1	0.28895670045924293
bap	DIP-beta	0.28516219765535766
bap	DIP-eta	0.28384739844530477
barc	Sf3a2	0.519447480980427
barc	hfp	0.45530264472240894
barc	Prp31	0.44958242638242535
barr	Cap-G	0.5698352640679617
barr	Sse	0.4970982932669747
barr	Cap-D2	0.46304322022616085
bbc	CG30373	0.23999556072843725
bbc	SLIRP1	0.21760958024002564
BBS4	SIFa	0.20059237940275398
BBS5	Syx7	0.21525997899213478
BBS5	Neb-cGP	0.20912461423961345
BBS8	Tim13	0.24094964584371806
BBS8	CG4045	0.2163990942497153
BCAS2	CG9344	0.2382488870728298
BCL7-like	jim	0.2554462415375268
BCL7-like	Sbat	0.24164614764252634
AANAT1	BCL7-like	0.2229332293592694
bdg	GckIII	0.23026575814493253
bdg	stg	0.21780285756138107
bdg	Tao	0.20190336425888347
bdl	CG14073	0.24523883584599057
bdl	CG32235	0.24268335303493768
bdl	Npc2b	0.21254763289295278
BEAF-32	DopEcR	0.32341384052559685
BEAF-32	verm	0.2892867572122837
BEAF-32	rno	0.25849079748268194
beag	wdn	0.21993748897495938
beat-Ia	CG15572	0.2206283097456499
beat-IIIa	CG12883	0.2970119079277326
beat-IIIa	CG8736	0.2805952498470499
beat-IIIa	disp	0.27912908587038365
beat-IIIc	Gnpnat	0.2987752978588687
beat-IIIc	dpr2	0.22460209403486978
beat-IIIc	CG34238	0.21759654973056217
beat-Vb	cnir	0.27394845726109485
beat-Vb	CG17475	0.26136091876110557
beat-Vb	neb	0.26117612273198115
beat-Vc	Ent3	0.29142093373827305
beat-Vc	Coq7	0.2627864143400209
beat-Vc	Spp	0.26266739061039823
beat-VII	CG14646	0.3201025656194076
beat-VII	WRNexo	0.3014454126910076
beat-VII	DCP1	0.2990242568806148
beg	dpr15	0.2122671168740402
bel	S6k	0.2894644390881489
bel	eIF4G1	0.26477865636875003
bel	Cul4	0.2513412183243624
Bem46	CG12024	0.2829650454677699
Bem46	CG5613	0.2662470668620669
Bem46	N	0.2632683715604025
Ack	ben	0.3323074498044578
ben	CG32066	0.3010439701121407
ben	CG4847	0.2522782945424356
be	mtm	0.30035668555639516
be	Hr39	0.2893840399763536
be	Trs23	0.2852241162850823
Best1	Prestin	0.21238107501171577
Best3	CG32102	0.2536921395942797
Best3	CG4960	0.23060030645420793
Best3	CG14085	0.2288605159757531
Best4	Taf13	0.25827021304918507
Best4	NfI	0.24071698471562336
Best4	LKRSDH	0.22204734325312467
Bet1	Slh	0.5073005126906024
Bet1	Sec23	0.4706852998648202
Bet1	Tango14	0.4687049223126848
Bet3	Trs23	0.3495653551134494
Bet3	Bet5	0.3480868449758545
Bet3	Trs31	0.338307812477321
Bet5	mtm	0.33032988834657806
Bet5	Trs23	0.3265902834886817
beta-Man	CG13564	0.23699392070378575
beta-Man	CG18467	0.23579332342293105
beta-Man	Ppa	0.2322206026078996
beta'COP	zetaCOP	0.6720633958281298
beta'COP	gammaCOP	0.6147562143234541
beta'COP	deltaCOP	0.5869017032670613
beta4GalNAcTB	CG12517	0.23592448176123332
beta4GalNAcTB	CG10132	0.22279847237729647
beta4GalNAcTB	CG33017	0.22218184528537988
betaCOP	zetaCOP	0.6314920291783116
betaCOP	gammaCOP	0.5742014117958487
beta'COP	betaCOP	0.5726630982842366
betaggt-II	scpr-B	0.2788057801387397
betaggt-II	Pex2	0.26081118970183964
betaggt-II	p130CAS	0.2550814616445543
betaggt-I	dpr2	0.24207769107536134
betaggt-I	Spn	0.23369797779962853
betaggt-I	CG15876	0.2154311091303274
betaNACtes2	CG9083	0.2985083054942456
betaNACtes2	olf413	0.2890464993107135
betaNACtes2	CG14095	0.28178636453080863
betaTry	CG31465	0.21003408066276508
betaTry	CG5418	0.2080677975762911
betaTub56D	chb	0.4409716989738973
betaTub56D	endos	0.3705826834085684
betaTub56D	msps	0.36175449769071805
betaTub60D	Stacl	0.24862473120802345
betaTub60D	if	0.21958439288381493
betaTub60D	CG9759	0.2032193766518358
Bgb	TTLL1B	0.252013811535038
Bgb	Coa7	0.2391522414516767
