genex	geney	r
ap	wge	0.9133072433863123
aqz	MESR4	0.9077037119072666
aqz	pim	0.9249065796377341
aqz	Sse	0.9097544977442159
ara	AstCC	0.9110128949943403
ara	org-1	0.9081140706945785
ara	Pph13	0.9194015373255581
Arc2	CG18745	0.90308617333633
Arf51F	Bap111	0.9112380973217142
Arf51F	bdg	0.9003631768366259
Arf51F	Cdc37	0.9376487434313384
Arf51F	CG32066	0.9037167507685947
Arf51F	CG8578	0.9404256847212665
Arf51F	Csk	0.9484203786809684
Arf51F	Cul1	0.9036713666133028
Arf51F	feo	0.9138531679060589
Arf51F	LSm3	0.9280879484802061
Arf51F	mor	0.9004583828793108
Arf51F	nocte	0.9077935811821787
Arf51F	Prp31	0.9187395367570186
Arf51F	Sep1	0.9670433650342433
Arf51F	SkpA	0.912804250683455
ArgRS	bor	0.9721615839788237
ArgRS	CG11779	0.9034851814411958
ArgRS	CG12301	0.9022991894596639
ArgRS	CG12325	0.914585040365399
ArgRS	CG13097	0.9393862672857147
ArgRS	CG14543	0.9706234148147133
ArgRS	CG3335	0.9432610590447383
ArgRS	CG4866	0.9217867143504314
ArgRS	CG7394	0.9190751291286482
ArgRS	CR11386	0.9200256551043565
ArgRS	eIF2Bgamma	0.907281659550025
ArgRS	LeuRS	0.9208312146281572
ArgRS	mge	0.9784020947559269
ArgRS	RpS21	0.9047227312922766
ArgRS	Tim17b	0.9007141220850077
ArgRS	Tim23	0.9579011469375959
ArgRS	Tor	0.9230525248683785
ari-2	CG1503	0.901145968588276
ari-2	CG1504	0.9006875318238878
ari-2	CG2199	0.9018611587991057
ari-2	fig	0.9067669786319839
ari-2	pch2	0.906523895694788
Arp1	bon	0.9211769836086561
Arp1	cal1	0.9213830117394862
Arp1	CG11247	0.9022190987385786
Arp1	CG1943	0.9114668967577227
Arp1	CG31368	0.9602005278546566
Arp1	DCTN1-p150	0.967556244709293
Arp1	DCTN2-p50	0.9098867434474203
Arp1	DCTN5-p25	0.9329859490507971
Arp1	east	0.9387103799755299
Arp1	MBD-R2	0.9237149207884175
Arp1	Ndc80	0.928857427942904
Arp1	Rcd1	0.9299103659956317
Arp1	Rcd5	0.9274216263857266
Arp2	Arpc1	0.908799885241438
Arp2	Arpc2	0.9748651116712351
Arp2	Arpc5	0.9600173593148686
Arp2	Hem	0.9198569243262589
Arp2	Sra-1	0.9277930654128872
Arp8	aurB	0.909969568864118
Arp8	Bre1	0.9039120761821593
Arp8	Cbl	0.9038164128247311
Arp8	DNApol-alpha180	0.9331319194915269
Arp8	Dsor1	0.948332849695767
Arp8	Gnf1	0.9385947829705481
Arp8	HDAC3	0.9486202257829988
Arp8	Imp	0.9020996850255467
Arp8	lsn	0.9171541285500133
Arp8	mrt	0.9074677853999614
Arp8	Rho1	0.9424941206119755
Arp8	RPA2	0.9086709057680522
Arp8	RPA3	0.9276778066324946
Arp8	Smg6	0.9373463441873526
Arp8	tea	0.9382377924348848
Arp8	Upf1	0.9025330397840836
Arp8	Vps37B	0.9020767050132061
Arp8	zip	0.9339042369928975
Arpc1	Arpc2	0.9177969789346341
Arpc1	Cdc42	0.9146545574177098
Arpc1	SCAR	0.9411812271797747
Arpc1	Sra-1	0.9147277904640058
Arpc2	Arpc5	0.9114632029557843
Arpc2	Hem	0.9103338119089337
Arpc2	Sra-1	0.9239825699928474
Arpc5	Hem	0.9382349023248517
Arpc5	Sra-1	0.9318594493349016
Arr2	CG42750	0.9126422230049209
Arr2	CG6195	0.9229111947917575
Arr2	CG9449	0.9196541252126084
Art1	Dp	0.904020690708944
Art1	ebd2	0.9162429331427562
Art1	me31B	0.9009122690095611
Art1	RnrL	0.9227948709009307
Art1	sov	0.942623520667724
Art9	CG1889	0.9017769624405295
Arv1	CG4390	0.9300120702968921
arx	CG12911	0.9119027150825828
arx	CG33309	0.9414015449294031
Asciz	CG15443	0.9429814366900763
Asciz	CG17666	0.9388422423551425
Asciz	CG33919	0.9308572020309069
Asciz	CG3558	0.9034877019516278
Asciz	CG8565	0.9061739835110796
Asciz	IM33	0.9098150533842979
Asciz	Nna1	0.9362030916606446
Asciz	S-Lap2	0.9230196118451395
Asciz	tRNA:Thr-TGT-2-3	0.9655221513989806
ash1	CG12877	0.9086807296592265
ash1	JIL-1	0.9049423396606774
ash1	lace	0.910216475665331
Ask1	sd	0.9096807025507824
asl	CG6629	0.9020860923724093
asl	fzr2	0.9114869120558984
AsnRS-m	gdl	0.9141944388031842
asp	CG6465	0.921232545265383
asp	CG6685	0.9050356651620791
asp	Gk2	0.9126401441148452
asp	Gr32a	0.9634303521718339
asp	IA-2	0.9151580964591954
asp	Ssl	0.9282503870934773
asRNA:CR43243	CG11597	0.9186920278000583
asRNA:CR43243	CG4375	0.9076723942357593
asRNA:CR43243	Ddc	0.9247804830253706
asRNA:CR43243	eIF3d2	0.9018585998215288
asRNA:CR43243	FMRFa	0.9114237223825592
Ass	CG17974	0.9382030833775511
Ass	CG18130	0.9095793343796674
Ass	Cisd2	0.9043574560253971
Ass	Cpr78Ca	0.9214000584379229
Ass	Eglp3	0.9312249772449227
Ass	Hsp23	0.9279371986807561
Ass	mst	0.9174940290384445
AstCC	CG10383	0.9154554626220963
AstCC	CG14720	0.9216953484202551
AstCC	CG14882	0.928238322257421
AstCC	CG34404	0.9413145551648705
AstCC	CG42552	0.903111370370883
AstCC	ClC-b	0.9037752528403814
AstCC	Glg1	0.9172159148625963
AstCC	mats	0.900405208207911
AstCC	org-1	0.9101796324655098
AstCC	Pph13	0.944952942725665
AstCC	SdhBL	0.9155823462681636
Atac2	dl	0.9001076549174212
Atac2	Rrp4	0.9123847243300861
Atac3	CG6767	0.9202804151963904
Atf3	ClC-c	0.9109047413315042
Atf6	CG17575	0.9280896062145507
Atf6	CG32107	0.9001425881981331
Atf6	CG7896	0.9068386362900679
Atf6	GILT1	0.9051012288312887
Atf6	Idgf1	0.9027613004921342
Atf6	mu2	0.9121368459355355
Atf6	Obp83ef	0.9424965658215446
Atf6	Obp83g	0.9022634146963373
Atf6	Prx6005	0.9122930003603934
Atf6	Rtca	0.9260330004369168
Atf6	shop	0.9241563356804361
Atg4b	CG4017	0.9127298910730057
atilla	CG18815	0.9090274216922962
atilla	CG7514	0.9225393300426618
atms	Ctr9	0.90561608721707465
ATPsynbeta	ATPsynB	0.9737192717223796
ATPsynbeta	ATPsynCF6	0.9739320091013708
ATPsynbeta	ATPsyndelta	0.9524614814236053
ATPsynbeta	ATPsynD	0.9384084317487398
ATPsynbeta	ATPsyngamma	0.9819437066675989
ATPsynbeta	ATPsynO	0.9637169544591717
ATPsynbeta	blw	0.9871652962077073
ATPsynbeta	COX4	0.9334193211068729
ATPsynbeta	COX5A	0.9780740011833764
ATPsynbeta	COX6B	0.9555487260723328
ATPsynbeta	Ctr1A	0.9238329183065394
ATPsynbeta	l(2)37Cc	0.9081533451953009
ATPsynbeta	mRpL44	0.9223157967256829
ATPsynbeta	ox	0.9275875074151668
ATPsynbeta	roh	0.9093159572289224
ATPsynbeta	UQCR-C1	0.9149859829646192
ATPsynB	ATPsynCF6	0.9900638014407658
ATPsynB	ATPsyndelta	0.9512239114509965
ATPsynB	ATPsynD	0.9319766558340479
ATPsynB	ATPsyngamma	0.9734058324324785
ATPsynB	ATPsynO	0.9714879981796245
ATPsynB	blw	0.9781107784445316
ATPsynB	COX4	0.9549353841980801
ATPsynB	COX5A	0.9704125807792029
ATPsynB	COX6B	0.9775749270437626
ATPsynB	Ctr1A	0.9203026415396881
ATPsynB	l(2)37Cc	0.9104730274596826
ATPsynB	mRpL44	0.9169940700333457
ATPsynB	ND-51	0.9043914027339323
ATPsynB	ox	0.926495820854424
ATPsynB	UQCR-C1	0.9221668251818016
ATPsynCF6L	CG13500	0.9050843576450777
ATPsynCF6L	CG13884	0.9042878294254805
ATPsynCF6	ATPsyndelta	0.9267476550394058
ATPsynCF6	ATPsynD	0.9149185884520539
ATPsynCF6	ATPsyngamma	0.9628063018526432
ATPsynCF6	ATPsynO	0.9568931024407052
ATPsynCF6	blw	0.98062009477195
ATPsynCF6	COX4	0.9582186076760694
ATPsynCF6	COX5A	0.9723262636369289
ATPsynCF6	COX6B	0.9773148280019696
ATPsynCF6	mRpL44	0.921778738118891
ATPsynCF6	ND-51	0.9001458254334604
ATPsynCF6	ox	0.9096271341038281
ATPsynCF6	UQCR-C1	0.9135733426835403
ATPsyndelta	ATPsyngamma	0.9512860437703294
ATPsyndelta	ATPsynG	0.9576461728596913
ATPsyndelta	ATPsynO	0.9712426541964838
ATPsyndelta	blw	0.9636160342544122
ATPsyndelta	COX4	0.9122103075885173
ATPsyndelta	COX5A	0.944091707407361
ATPsyndelta	COX6B	0.9382198535072003
ATPsyndelta	COX7A	0.919492231347148
ATPsyndelta	Ctr1A	0.9749290280149915
ATPsyndelta	l(2)37Cc	0.9402925326278323
ATPsyndelta	mfrn	0.9350340154232762
ATPsyndelta	ox	0.9479830974923313
ATPsyndelta	roh	0.9565391064639717
ATPsyndelta	UQCR-C1	0.9211501902292104
ATPsynD	ATPsyngamma	0.9643292287774913
ATPsynD	ATPsynO	0.9131232022903629
ATPsynD	blw	0.9232997816367174
ATPsynD	COX5A	0.9445415317177244
ATPsynD	COX5B	0.9130202090915764
ATPsynD	COX6B	0.9058030987552602
ATPsynD	Hsc70-5	0.9153610829464437
ATPsynD	l(2)37Cc	0.9256534131951866
ATPsynD	ND-42	0.9071449011241259
ATPsynD	Phb2	0.926257608850897
ATPsynD	UQCR-C1	0.9417270168103643
ATPsyngamma	ATPsynO	0.9633625221640916
ATPsyngamma	blw	0.9777055752842961
ATPsyngamma	COX4	0.9192813730586225
ATPsyngamma	COX5A	0.9770876975758636
ATPsyngamma	COX6B	0.9447058607079083
ATPsyngamma	Ctr1A	0.9141914123707302
ATPsyngamma	l(2)37Cc	0.9308257687700431
ATPsyngamma	ox	0.9110500713047497
ATPsyngamma	UQCR-C1	0.9439881124064505
ATPsynG	ATPsynO	0.9047081920810319
ATPsynG	Ctr1A	0.942939043870128
ATPsynG	cype	0.9152688304073462
ATPsynG	l(2)37Cc	0.9217764867413255
ATPsynG	mfrn	0.9628595706688925
ATPsynG	ox	0.915030498851547
ATPsynG	roh	0.9298620216120214
ATPsynO	blw	0.970937316847371
ATPsynO	COX4	0.9417390689185322
ATPsynO	COX5A	0.9651689453521896
ATPsynO	COX6B	0.96978062663296
ATPsynO	Ctr1A	0.953972928415017
ATPsynO	l(2)37Cc	0.9265608614799988
ATPsynO	mRpL44	0.9026796690192841
ATPsynO	ox	0.9511739136211721
ATPsynO	roh	0.9200414874920554
ATPsynO	UQCR-C1	0.9333335495582843
AttC	CG31798	0.9070831525503763
AttC	CG4537	0.9210276054033929
AttD	Bem46	0.9186758085319465
AttD	CG42552	0.9114390182399649
AttD	CG4465	0.9134461027225043
AttD	CG7924	0.9156444083000141
AttD	CG9083	0.9098767028304762
AttD	ClC-b	0.9342275127469276
AttD	GC2	0.9084973639495729
Atx2	bdg	0.9252732770440316
Atx2	brm	0.9300264654898167
Atx2	CG10395	0.9153477915089481
Atx2	CG32066	0.9188401642651839
Atx2	CG5854	0.9005353367037043
Atx2	Cul1	0.9078877050806516
Atx2	CycD	0.9229955253949393
Atx2	Dcr-2	0.9369815706156288
Atx2	Dp	0.9050887835101258
Atx2	lid	0.9055390302129814
Atx2	Mcm7	0.9170850084797856
Atx2	me31B	0.9122972072612714
Atx2	mip120	0.9349962182156376
Atx2	mip130	0.9413478894210591
Atx2	mod(mdg4)	0.9384182772336124
Atx2	mor	0.9115428069935095
Atx2	nocte	0.9453123630196566
Atx2	pps	0.9312928574667635
Atx2	ps	0.9376300418019405
Atx2	RnrL	0.919262329063482
Atx2	RnrS	0.9166908832400664
Atx2	RpA-70	0.9088455409455044
Atx2	SkpA	0.9573075933827628
Atx2	Snr1	0.9062097447788469
Atx2	Top2	0.915196747379761
Atx2	tral	0.9320295053481784
Atx2	Upf2	0.9389310782550899
Atxn7	Axn	0.9364623907063261
Atxn7	CG10265	0.9033328907034707
Atxn7	CG11399	0.9056323609099762
Atxn7	CG31368	0.9058606115692542
Atxn7	gfzf	0.9081979624646758
Atxn7	ida	0.9307120180996298
Atxn7	IM33	0.9144098166260042
Atxn7	Nelf-E	0.9042510793642841
Atxn7	Ulp1	0.9221624312226838
aurB	borr	0.9470665149553419
aurB	Bre1	0.9557763455158731
aurB	Cbl	0.920101902390845
aurB	CG5757	0.9074747395582777
aurB	dia	0.902126503538985
aurB	DNApol-alpha180	0.9256072784691342
aurB	DNApol-alpha50	0.9196891351244155
aurB	EcR	0.9083821516903923
aurB	feo	0.9338773895383811
aurB	geminin	0.9074144485293875
aurB	Gnf1	0.9652943410443432
aurB	HDAC3	0.9101035715133117
aurB	Incenp	0.9291765696816584
aurB	mbl	0.9153933322212946
aurB	neb	0.9001236157701321
aurB	pav	0.9737037449419801
aurB	pbl	0.9203944052775044
aurB	PCNA	0.9526713889211664
aurB	Rho1	0.9470245745302283
aurB	RPA2	0.9314105473797345
aurB	RPA3	0.9494011106418965
aurB	scra	0.9237235628320383
aurB	Smg6	0.9211142737571084
aurB	Smr	0.9248531022778053
aurB	sti	0.9592582460940197
aurB	tea	0.9140333682556496
aurB	zip	0.9218774023781737
aust	Faa	0.9137634075848595
aust	ItgaPS4	0.9054957665721449
Axn	Cdc16	0.910703584868107
Axn	ida	0.9457002638692662
Axn	mr	0.9295437611741694
Axud1	DIP-beta	0.907293103862975
azot	bnb	0.9171177584889904
azot	CG14667	0.9095536894697847
azot	CG15130	0.968458495787151
azot	CG15239	0.9474724612470002
azot	CG15255	0.913055045157183
azot	CG15525	0.9014002081300748
azot	CG17974	0.9014249820909362
azot	CG31780	0.9028533821906187
azot	CG34448	0.9175583313880241
azot	CG4281	0.9022804316290425
azot	CG45105	0.9048292182589374
azot	CG6296	0.9202821921790599
azot	CG7457	0.9035514187675926
azot	CG9030	0.9103276706690211
azot	CG9992	0.9370314900122906
azot	mu2	0.9096676291040753
azot	Obp83ef	0.9171745643352828
azot	P32	0.907146876150987
azot	PGRP-SA	0.9231473877533193
azot	Picot	0.9027701127837651
azot	ppk3	0.9474390561266088
azot	St1	0.9197640052962683
azot	wus	0.9052444590703557
B-H2	cdm	0.9149904539410215
B-H2	CG11391	0.9084477443717146
B-H2	CG12069	0.9121067609679476
B-H2	CG1407	0.9031867716430511
B-H2	CG2865	0.9143719830218996
B-H2	CG30076	0.9064910968968618
B-H2	CG32762	0.9081357736635532
B-H2	CG33333	0.902829791120052
B-H2	CG43394	0.9113749336342504
B-H2	LysS	0.9359565501463122
B-H2	mnd	0.9213523024464396
B-H2	NPFR	0.908546556159772
B52	CG2100	0.9215432523412683
B9d2	tctn	1
